timestamp,symbol,best_bid,best_ask,bid_volume,ask_volume,mid_price
2026-02-15 15:08:15.092021,BTCUSDT,49995.08931622257,50001.88280620074,3.3698145831426984,4.068516682405945,49998.48606121165
2026-02-15 15:08:15.192021,BTCUSDT,50075.37817889256,50084.92002548077,0.9257234648805792,4.860288417952544,50080.14910218667
2026-02-15 15:08:15.292021,BTCUSDT,50045.953902427405,50066.78857922929,0.9989385919584763,2.831849254997197,50056.371240828346
2026-02-15 15:08:15.392021,BTCUSDT,50060.02759127126,50076.41857367052,4.019205039039245,2.5239756883897226,50068.22308247089
2026-02-15 15:08:15.492021,BTCUSDT,50095.168856232616,50115.53599387701,1.3327370781584724,0.34280112304160654,50105.352425054814
2026-02-15 15:08:15.592021,BTCUSDT,50048.80137575627,50064.561965564935,3.0129189620670633,1.919341985515685,50056.681670660604
2026-02-15 15:08:15.692021,BTCUSDT,49998.167148904016,50015.666274875286,0.8695462640156345,2.992262266817924,50006.91671188965
2026-02-15 15:08:15.792021,BTCUSDT,50007.249594729416,50015.93393082893,1.1256456581494494,4.358380778432861,50011.59176277917
2026-02-15 15:08:15.892021,BTCUSDT,50052.671113541604,50069.859286614526,3.2984650135175144,4.40348190562437,50061.265200078065
2026-02-15 15:08:15.992021,BTCUSDT,50064.00376369402,50075.9018759487,0.8980093537926518,4.50890665576511,50069.95281982136
2026-02-15 15:08:16.092021,BTCUSDT,50037.57575256352,50054.28165594671,0.8767034117294045,3.4631652790600986,50045.928704255115
2026-02-15 15:08:16.192021,BTCUSDT,50055.218404839055,50068.72847341418,4.5241495741264774,1.7392064320102496,50061.97343912662
2026-02-15 15:08:16.292021,BTCUSDT,50029.02186600028,50053.5594706038,4.476292401514125,2.205034194528195,50041.29066830204
2026-02-15 15:08:16.392021,BTCUSDT,50054.289180312495,50075.8218414272,0.6968947735825479,3.748870019408895,50065.055510869846
2026-02-15 15:08:16.492021,BTCUSDT,50121.69999033047,50139.677343101604,0.5071982317722274,1.2099343139901972,50130.688666716036
2026-02-15 15:08:16.592021,BTCUSDT,50139.668260910665,50149.75672789643,2.495759295966346,2.9866993533406796,50144.712494403546
2026-02-15 15:08:16.692021,BTCUSDT,50147.960540596214,50165.703401950894,4.377308671343684,2.4129676838099092,50156.831971273554
2026-02-15 15:08:16.792021,BTCUSDT,50201.582805117,50212.156169039044,0.16457466492038147,1.5792669286772376,50206.869487078024
2026-02-15 15:08:16.892021,BTCUSDT,50198.062885463965,50205.96807618138,2.3822655482544053,2.0139049417566475,50202.01548082267
2026-02-15 15:08:16.992021,BTCUSDT,50145.44738489545,50160.1161617834,3.1819940787061336,2.4339651954132275,50152.781773339426
2026-02-15 15:08:17.092021,BTCUSDT,50191.218295779676,50205.061172633956,3.857187631034964,4.553619019267103,50198.139734206816
2026-02-15 15:08:17.192021,BTCUSDT,50128.4778496898,50133.519839531255,1.9819508748646806,3.7733231030388175,50130.99884461053
2026-02-15 15:08:17.292021,BTCUSDT,50140.29782532051,50158.73380425443,4.696148741064571,1.672181981898597,50149.51581478747
2026-02-15 15:08:17.392021,BTCUSDT,50154.24351100971,50165.80751434298,1.8589713990638448,3.9804670039904346,50160.025512676344
2026-02-15 15:08:17.492021,BTCUSDT,50093.72165558845,50112.99153290468,2.9004896765465844,3.399858732365333,50103.356594246565
2026-02-15 15:08:17.592021,BTCUSDT,50127.89303080489,50144.77264284277,2.4925045043548497,0.3652194756082988,50136.33283682383
2026-02-15 15:08:17.692021,BTCUSDT,50097.74113237884,50117.02328816906,4.122147936051305,3.373262468742935,50107.38221027395
2026-02-15 15:08:17.792021,BTCUSDT,50047.15550310121,50067.747302764605,1.4774974822908506,4.745756423388298,50057.45140293291
2026-02-15 15:08:17.892021,BTCUSDT,50195.3539543286,50204.23505849291,1.5070377245465914,2.974852308715315,50199.794506410755
2026-02-15 15:08:17.992021,BTCUSDT,50242.823725518116,50259.762411469186,4.107217712634548,4.979754850244244,50251.29306849365
2026-02-15 15:08:18.092021,BTCUSDT,50242.06581524126,50252.510889541976,3.084733771036866,1.6597173294452616,50247.28835239162
2026-02-15 15:08:18.192021,BTCUSDT,50299.13095689406,50320.806464457826,1.7079164252972674,1.9697449487928198,50309.968710675945
2026-02-15 15:08:18.292021,BTCUSDT,50336.94531237687,50348.96991027575,4.902963850551135,0.6049314825803134,50342.95761132631
